timestamp,source_ip,destination_ip,attack_type,risk
2026-03-15 21:41:34.759401,192.168.1.9,20.190.146.36,DoS,CRITICAL
2026-03-15 21:41:34.769046,20.190.146.36,192.168.1.9,DoS,LOW
2026-03-15 21:41:34.779279,20.190.146.36,192.168.1.9,DoS,LOW
2026-03-15 21:41:34.788983,20.190.146.36,192.168.1.9,DoS,LOW
2026-03-15 21:41:34.965736,192.168.1.9,20.50.80.214,DoS,CRITICAL
2026-03-15 21:41:34.975713,192.168.1.9,20.50.80.214,DoS,CRITICAL
2026-03-15 21:41:34.986239,192.168.1.9,20.50.80.214,DoS,CRITICAL
2026-03-15 21:41:35.039355,20.190.146.36,192.168.1.9,DoS,LOW
2026-03-15 21:41:35.049488,192.168.1.9,20.190.146.36,DoS,CRITICAL
2026-03-15 21:41:35.060923,20.190.146.36,192.168.1.9,DoS,LOW
2026-03-15 21:41:35.071506,192.168.1.9,20.190.146.36,DoS,CRITICAL
2026-03-15 21:41:35.082348,20.190.146.36,192.168.1.9,DoS,LOW
2026-03-15 21:41:35.094089,20.190.146.36,192.168.1.9,DoS,LOW
2026-03-15 21:41:35.106187,20.190.146.36,192.168.1.9,DoS,LOW
2026-03-15 21:41:35.118708,20.190.146.36,192.168.1.9,DoS,LOW
2026-03-15 21:41:35.132900,192.168.1.9,20.190.146.36,DoS,CRITICAL
2026-03-15 21:41:35.144169,20.50.80.214,192.168.1.9,DoS,LOW
2026-03-15 21:41:35.154771,20.50.80.214,192.168.1.9,DoS,LOW
2026-03-15 21:41:35.166412,20.50.80.214,192.168.1.9,DoS,LOW
2026-03-15 21:41:35.177227,192.168.1.9,20.50.80.214,DoS,CRITICAL
2026-03-15 21:41:35.324444,20.50.80.214,192.168.1.9,DoS,LOW
2026-03-15 21:41:35.336577,192.168.1.9,20.50.80.214,DoS,CRITICAL
2026-03-15 21:41:35.573984,20.50.80.214,192.168.1.9,DoS,LOW
2026-03-15 21:41:40.058063,192.168.1.9,20.50.80.214,DoS,CRITICAL
2026-03-15 21:41:40.070456,192.168.1.9,20.50.80.214,DoS,CRITICAL
2026-03-15 21:41:40.250640,20.50.80.214,192.168.1.9,DoS,LOW
2026-03-15 21:41:40.275094,20.50.80.214,192.168.1.9,DoS,LOW
2026-03-15 21:41:40.303136,192.168.1.9,20.50.80.214,DoS,CRITICAL
2026-03-15 21:41:40.762230,192.168.1.9,44.227.65.245,DoS,CRITICAL
2026-03-15 21:41:41.046263,44.227.65.245,192.168.1.9,DoS,LOW
2026-03-15 21:41:41.260897,192.168.1.9,20.50.80.214,DoS,CRITICAL
2026-03-15 21:41:41.275097,192.168.1.9,20.50.80.214,DoS,CRITICAL
2026-03-15 21:41:41.443030,20.50.80.214,192.168.1.9,DoS,LOW
2026-03-15 21:41:41.457478,20.50.80.214,192.168.1.9,DoS,LOW
2026-03-15 21:41:41.472845,192.168.1.9,20.50.80.214,DoS,CRITICAL
2026-03-15 21:41:41.670628,20.50.80.214,192.168.1.9,DoS,LOW
2026-03-15 21:41:42.318912,140.82.112.26,192.168.1.9,DoS,LOW
2026-03-15 21:41:42.330056,192.168.1.9,140.82.112.26,DoS,CRITICAL
2026-03-15 21:41:42.592665,140.82.112.26,192.168.1.9,DoS,LOW
2026-03-15 21:41:44.502958,192.168.1.9,44.227.76.166,DoS,CRITICAL
2026-03-15 21:41:44.597609,192.168.1.9,172.188.155.25,DoS,CRITICAL
2026-03-15 21:41:44.673962,162.125.40.1,192.168.1.9,DoS,LOW
2026-03-15 21:41:44.690961,192.168.1.9,162.125.40.1,DoS,CRITICAL
2026-03-15 21:41:44.703787,172.188.155.25,192.168.1.9,DoS,LOW
2026-03-15 21:41:44.721869,44.227.76.166,192.168.1.9,DoS,LOW
2026-03-15 21:41:44.971648,162.125.40.1,192.168.1.9,DoS,LOW
2026-03-15 21:41:44.981966,192.168.1.9,162.125.40.1,DoS,CRITICAL
2026-03-15 21:41:45.270398,162.125.40.1,192.168.1.9,DoS,LOW
2026-03-15 21:41:45.628643,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:41:45.889768,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:41:47.386408,192.168.1.9,20.50.80.214,DoS,CRITICAL
2026-03-15 21:41:47.414720,192.168.1.9,20.50.80.214,DoS,CRITICAL
2026-03-15 21:41:47.552343,20.50.80.214,192.168.1.9,DoS,LOW
2026-03-15 21:41:47.563001,20.50.80.214,192.168.1.9,DoS,LOW
2026-03-15 21:41:47.572824,192.168.1.9,20.50.80.214,DoS,CRITICAL
2026-03-15 21:41:47.583059,192.168.1.9,20.50.80.214,DoS,CRITICAL
2026-03-15 21:41:47.594231,192.168.1.9,20.50.80.214,DoS,CRITICAL
2026-03-15 21:41:47.741465,20.50.80.214,192.168.1.9,DoS,LOW
2026-03-15 21:41:47.753574,20.50.80.214,192.168.1.9,DoS,LOW
2026-03-15 21:41:47.783576,192.168.1.9,20.50.80.214,DoS,CRITICAL
2026-03-15 21:41:52.728872,192.168.1.9,255.255.255.255,DoS,CRITICAL
2026-03-15 21:41:52.739901,192.168.1.9,255.255.255.255,DoS,CRITICAL
2026-03-15 21:41:52.754361,192.168.1.9,192.168.1.255,DoS,CRITICAL
2026-03-15 21:41:52.767129,192.168.1.9,255.255.255.255,DoS,CRITICAL
2026-03-15 21:41:52.778566,192.168.1.9,255.255.255.255,DoS,CRITICAL
2026-03-15 21:41:57.181124,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:57.422911,135.234.160.246,192.168.1.9,DoS,LOW
2026-03-15 21:41:57.433832,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:57.444575,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:57.667579,135.234.160.246,192.168.1.9,DoS,LOW
2026-03-15 21:41:57.734568,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:57.967368,135.234.160.246,192.168.1.9,DoS,LOW
2026-03-15 21:41:57.977354,135.234.160.246,192.168.1.9,DoS,LOW
2026-03-15 21:41:57.986635,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:58.035845,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:58.241702,135.234.160.246,192.168.1.9,DoS,LOW
2026-03-15 21:41:58.261646,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:58.271398,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:58.412372,192.168.1.9,108.158.245.109,DoS,CRITICAL
2026-03-15 21:41:58.428382,108.158.245.109,192.168.1.9,DoS,LOW
2026-03-15 21:41:58.483059,135.234.160.246,192.168.1.9,DoS,LOW
2026-03-15 21:41:58.512887,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:58.529490,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:58.539363,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:58.751345,135.234.160.246,192.168.1.9,DoS,LOW
2026-03-15 21:41:58.776267,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:58.799764,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:58.821698,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:58.843597,135.234.160.246,192.168.1.9,DoS,LOW
2026-03-15 21:41:58.853258,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:58.971648,135.234.160.246,192.168.1.9,DoS,LOW
2026-03-15 21:41:58.983409,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:58.994568,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:59.079648,135.234.160.246,192.168.1.9,DoS,LOW
2026-03-15 21:41:59.215530,135.234.160.246,192.168.1.9,DoS,LOW
2026-03-15 21:41:59.352168,135.234.160.246,192.168.1.9,DoS,LOW
2026-03-15 21:41:59.384194,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:41:59.603827,135.234.160.246,192.168.1.9,DoS,LOW
2026-03-15 21:41:59.625245,192.168.1.9,135.234.160.246,DoS,CRITICAL
2026-03-15 21:42:00.268973,192.168.1.9,204.79.197.203,DoS,CRITICAL
2026-03-15 21:42:00.281396,204.79.197.203,192.168.1.9,DoS,LOW
2026-03-15 21:44:10.406007,192.168.1.9,104.21.17.127,DoS,CRITICAL
2026-03-15 21:44:10.446441,192.168.1.9,172.67.176.196,DoS,CRITICAL
2026-03-15 21:44:10.639340,192.168.1.9,104.21.17.127,DoS,CRITICAL
2026-03-15 21:44:10.705649,192.168.1.9,172.67.176.196,DoS,CRITICAL
2026-03-15 21:44:11.180409,104.21.17.127,192.168.1.9,DoS,LOW
2026-03-15 21:44:11.195324,192.168.1.9,104.21.17.127,DoS,CRITICAL
2026-03-15 21:44:11.215111,172.67.176.196,192.168.1.9,DoS,LOW
2026-03-15 21:44:11.233622,192.168.1.9,172.67.176.196,DoS,CRITICAL
2026-03-15 21:44:11.246789,104.21.17.127,192.168.1.9,DoS,LOW
2026-03-15 21:44:11.259762,172.67.176.196,192.168.1.9,DoS,LOW
2026-03-15 21:44:11.274982,192.168.1.9,104.21.17.127,DoS,CRITICAL
2026-03-15 21:44:11.287961,192.168.1.9,172.67.176.196,DoS,CRITICAL
2026-03-15 21:44:11.304245,192.168.1.9,104.21.17.127,DoS,CRITICAL
2026-03-15 21:44:11.319236,192.168.1.9,172.67.176.196,DoS,CRITICAL
2026-03-15 21:44:11.333261,192.168.1.9,104.21.17.127,DoS,CRITICAL
2026-03-15 21:44:11.351832,192.168.1.9,172.67.176.196,DoS,CRITICAL
2026-03-15 21:44:11.367733,104.21.17.127,192.168.1.9,DoS,LOW
2026-03-15 21:44:11.378918,104.21.17.127,192.168.1.9,DoS,LOW
2026-03-15 21:44:11.391222,192.168.1.9,104.21.17.127,DoS,CRITICAL
2026-03-15 21:44:11.402494,172.67.176.196,192.168.1.9,DoS,LOW
2026-03-15 21:44:11.416217,192.168.1.9,172.67.176.196,DoS,CRITICAL
2026-03-15 21:44:11.431267,104.21.17.127,192.168.1.9,DoS,LOW
2026-03-15 21:44:11.442995,172.67.176.196,192.168.1.9,DoS,LOW
2026-03-15 21:44:11.456126,192.168.1.9,104.21.17.127,DoS,CRITICAL
2026-03-15 21:44:11.468581,192.168.1.9,172.67.176.196,DoS,CRITICAL
2026-03-15 21:44:13.226156,44.227.65.245,192.168.1.9,DoS,LOW
2026-03-15 21:44:13.237450,192.168.1.9,44.227.65.245,DoS,CRITICAL
2026-03-15 21:44:13.249613,44.227.65.245,192.168.1.9,DoS,LOW
2026-03-15 21:44:13.260232,192.168.1.9,44.227.65.245,DoS,CRITICAL
2026-03-15 21:44:13.271014,44.227.65.245,192.168.1.9,DoS,LOW
2026-03-15 21:44:13.282622,192.168.1.9,44.227.65.245,DoS,CRITICAL
2026-03-15 21:44:16.337660,192.168.1.9,192.168.1.1,DoS,CRITICAL
2026-03-15 21:44:16.358683,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.372740,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.387867,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.400645,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.412199,192.168.1.1,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.422982,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.436102,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.448170,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.460718,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.470668,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.484042,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.494882,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.506425,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.517808,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.529612,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.540279,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.554270,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.568923,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.582520,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.594864,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.604542,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.617419,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.630509,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.641359,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.653046,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.666227,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.679201,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.689238,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.701270,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.714971,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.726946,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.738076,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.750387,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.761031,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.773749,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.788537,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.799187,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.811638,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.821545,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:16.834146,192.168.1.9,192.168.1.1,DoS,CRITICAL
2026-03-15 21:44:16.845588,192.168.1.9,76.223.63.197,DoS,CRITICAL
2026-03-15 21:44:16.867668,192.168.1.1,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.878213,76.223.63.197,192.168.1.9,DoS,LOW
2026-03-15 21:44:16.888325,192.168.1.9,76.223.63.197,DoS,CRITICAL
2026-03-15 21:44:16.898833,192.168.1.9,76.223.63.197,DoS,CRITICAL
2026-03-15 21:44:16.909600,76.223.63.197,192.168.1.9,DoS,LOW
2026-03-15 21:44:17.168645,76.223.63.197,192.168.1.9,DoS,LOW
2026-03-15 21:44:17.183263,76.223.63.197,192.168.1.9,DoS,LOW
2026-03-15 21:44:17.196628,192.168.1.9,76.223.63.197,DoS,CRITICAL
2026-03-15 21:44:17.206567,76.223.63.197,192.168.1.9,DoS,LOW
2026-03-15 21:44:17.219564,192.168.1.9,76.223.63.197,DoS,CRITICAL
2026-03-15 21:44:17.231821,192.168.1.9,76.223.63.197,DoS,CRITICAL
2026-03-15 21:44:17.245016,192.168.1.9,76.223.63.197,DoS,CRITICAL
2026-03-15 21:44:17.255208,192.168.1.9,76.223.63.197,DoS,CRITICAL
2026-03-15 21:44:17.267092,76.223.63.197,192.168.1.9,DoS,LOW
2026-03-15 21:44:17.277894,76.223.63.197,192.168.1.9,DoS,LOW
2026-03-15 21:44:17.288232,76.223.63.197,192.168.1.9,DoS,LOW
2026-03-15 21:44:17.333395,76.223.63.197,192.168.1.9,DoS,LOW
2026-03-15 21:44:17.343504,192.168.1.9,76.223.63.197,DoS,CRITICAL
2026-03-15 21:44:17.353038,76.223.63.197,192.168.1.9,DoS,LOW
2026-03-15 21:44:17.506370,76.223.63.197,192.168.1.9,DoS,LOW
2026-03-15 21:44:17.518326,76.223.63.197,192.168.1.9,DoS,LOW
2026-03-15 21:44:17.531813,192.168.1.9,76.223.63.197,DoS,CRITICAL
2026-03-15 21:44:17.544977,76.223.63.197,192.168.1.9,DoS,LOW
2026-03-15 21:44:17.555093,192.168.1.9,76.223.63.197,DoS,CRITICAL
2026-03-15 21:44:21.783627,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:21.796719,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:21.809170,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:21.820925,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:21.831545,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:21.841852,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:23.413558,192.168.1.9,255.255.255.255,DoS,CRITICAL
2026-03-15 21:44:23.426616,192.168.1.9,255.255.255.255,DoS,CRITICAL
2026-03-15 21:44:23.439311,192.168.1.9,192.168.1.255,DoS,CRITICAL
2026-03-15 21:44:23.452270,192.168.1.9,255.255.255.255,DoS,CRITICAL
2026-03-15 21:44:23.467081,192.168.1.9,255.255.255.255,DoS,CRITICAL
2026-03-15 21:44:23.481883,192.168.1.9,44.227.65.245,DoS,CRITICAL
2026-03-15 21:44:23.746495,192.168.1.9,44.227.65.245,DoS,CRITICAL
2026-03-15 21:44:23.778651,44.227.65.245,192.168.1.9,DoS,LOW
2026-03-15 21:44:23.967925,44.227.65.245,192.168.1.9,DoS,LOW
2026-03-15 21:44:24.387822,192.168.1.9,162.125.40.2,DoS,CRITICAL
2026-03-15 21:44:24.398161,192.168.1.9,162.125.40.2,DoS,CRITICAL
2026-03-15 21:44:24.407520,192.168.1.9,162.125.40.2,DoS,CRITICAL
2026-03-15 21:44:24.417078,192.168.1.9,162.125.40.2,DoS,CRITICAL
2026-03-15 21:44:24.427300,192.168.1.9,162.125.40.2,DoS,CRITICAL
2026-03-15 21:44:24.436898,192.168.1.9,162.125.40.2,DoS,CRITICAL
2026-03-15 21:44:24.720880,162.125.40.2,192.168.1.9,DoS,LOW
2026-03-15 21:44:24.738886,162.125.40.2,192.168.1.9,DoS,LOW
2026-03-15 21:44:24.752831,162.125.40.2,192.168.1.9,DoS,LOW
2026-03-15 21:44:24.764382,162.125.40.2,192.168.1.9,DoS,LOW
2026-03-15 21:44:24.778884,192.168.1.9,162.125.40.2,DoS,CRITICAL
2026-03-15 21:44:26.282103,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:26.317666,18.164.202.95,192.168.1.9,DoS,LOW
2026-03-15 21:44:26.379873,192.168.1.9,18.164.202.95,DoS,CRITICAL
2026-03-15 21:44:26.832415,192.168.1.9,76.223.63.197,DoS,CRITICAL
2026-03-15 21:44:26.855580,192.168.1.9,76.223.63.197,DoS,CRITICAL
2026-03-15 21:44:26.879492,76.223.63.197,192.168.1.9,DoS,LOW
2026-03-15 21:44:26.901844,76.223.63.197,192.168.1.9,DoS,LOW
2026-03-15 21:44:26.920980,192.168.1.9,76.223.63.197,DoS,CRITICAL
2026-03-15 21:44:27.597870,192.168.1.9,140.82.112.26,DoS,CRITICAL
2026-03-15 21:44:27.874173,140.82.112.26,192.168.1.9,DoS,LOW
2026-03-15 21:44:28.188941,192.168.1.9,72.153.5.141,DoS,CRITICAL
2026-03-15 21:44:28.441403,72.153.5.141,192.168.1.9,DoS,LOW
2026-03-15 21:44:28.455714,192.168.1.9,72.153.5.141,DoS,CRITICAL
2026-03-15 21:44:28.469340,192.168.1.9,72.153.5.141,DoS,CRITICAL
2026-03-15 21:44:28.702048,72.153.5.141,192.168.1.9,DoS,LOW
2026-03-15 21:44:28.714941,72.153.5.141,192.168.1.9,DoS,LOW
2026-03-15 21:44:28.729875,192.168.1.9,72.153.5.141,DoS,CRITICAL
2026-03-15 21:44:28.743390,192.168.1.9,72.153.5.141,DoS,CRITICAL
2026-03-15 21:44:28.971398,72.153.5.141,192.168.1.9,DoS,LOW
2026-03-15 21:44:28.985180,72.153.5.141,192.168.1.9,DoS,LOW
2026-03-15 21:44:29.001231,192.168.1.9,72.153.5.141,DoS,CRITICAL
2026-03-15 21:44:29.018317,192.168.1.9,72.153.5.141,DoS,CRITICAL
2026-03-15 21:44:29.032579,192.168.1.9,72.153.5.141,DoS,CRITICAL
2026-03-15 21:44:29.049118,192.168.1.9,72.153.5.141,DoS,CRITICAL
2026-03-15 21:44:29.067815,192.168.1.9,72.153.5.141,DoS,CRITICAL
2026-03-15 21:44:29.237156,72.153.5.141,192.168.1.9,DoS,LOW
2026-03-15 21:44:29.250662,72.153.5.141,192.168.1.9,DoS,LOW
2026-03-15 21:44:29.275145,192.168.1.9,72.153.5.141,DoS,CRITICAL
2026-03-15 21:44:29.538715,72.153.5.141,192.168.1.9,DoS,LOW
2026-03-15 21:44:29.620822,192.168.1.9,72.153.5.141,DoS,CRITICAL
2026-03-15 21:44:30.305939,192.168.1.9,172.188.155.25,DoS,CRITICAL
2026-03-15 21:44:30.615836,172.188.155.25,192.168.1.9,DoS,LOW
2026-03-15 21:44:30.681909,192.168.1.9,172.188.155.25,DoS,CRITICAL
2026-03-15 21:44:30.778685,192.168.1.9,172.188.155.25,DoS,CRITICAL
2026-03-15 21:44:30.825181,192.168.1.9,172.188.155.25,DoS,CRITICAL
2026-03-15 21:44:30.863469,172.188.155.25,192.168.1.9,DoS,LOW
2026-03-15 21:44:30.890832,172.188.155.25,192.168.1.9,DoS,LOW
2026-03-15 21:44:30.952840,172.188.155.25,192.168.1.9,DoS,LOW
2026-03-15 21:44:31.051235,172.188.155.25,192.168.1.9,DoS,LOW
2026-03-15 21:44:31.086126,192.168.1.9,172.188.155.25,DoS,CRITICAL
2026-03-15 21:44:31.125437,192.168.1.9,172.188.155.25,DoS,CRITICAL
2026-03-15 21:44:31.162404,192.168.1.9,172.188.155.25,DoS,CRITICAL
2026-03-15 21:44:31.193685,192.168.1.9,172.188.155.25,DoS,CRITICAL
2026-03-15 21:44:31.226736,192.168.1.9,172.188.155.25,DoS,CRITICAL
2026-03-15 21:44:31.255553,172.188.155.25,192.168.1.9,DoS,LOW
2026-03-15 21:44:31.284865,172.188.155.25,192.168.1.9,DoS,LOW
2026-03-15 21:44:31.315091,172.188.155.25,192.168.1.9,DoS,LOW
2026-03-15 21:44:31.341932,192.168.1.9,172.188.155.25,DoS,CRITICAL
2026-03-15 21:44:31.382759,172.188.155.25,192.168.1.9,DoS,LOW
2026-03-15 21:44:31.417467,172.188.155.25,192.168.1.9,DoS,LOW
2026-03-15 21:44:31.465577,172.188.155.25,192.168.1.9,DoS,LOW
2026-03-15 21:44:31.508388,192.168.1.9,172.188.155.25,DoS,CRITICAL
2026-03-15 21:44:31.557967,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:31.591277,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:31.616042,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:31.639045,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:31.661705,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:31.676930,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:31.695721,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:31.714949,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:31.748094,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:31.779896,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:31.834232,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:31.878955,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:31.933837,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:31.963906,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:31.988289,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:32.015158,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:32.047009,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:32.073762,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:32.128005,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:32.157322,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:32.181334,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:32.216698,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:32.245214,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:32.266261,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:32.282346,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:32.295060,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:32.308027,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:32.321617,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:32.333579,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:32.346084,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:32.359879,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:32.391972,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:32.404952,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:32.418447,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:32.433875,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:32.448869,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:32.462487,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:32.475341,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:32.487768,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:32.509653,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:33.037079,192.168.1.9,224.0.0.251,DoS,CRITICAL
2026-03-15 21:44:33.896751,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:33.916244,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:33.928569,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:34.041196,192.168.1.9,224.0.0.251,DoS,CRITICAL
2026-03-15 21:44:34.137287,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:34.149737,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:34.162674,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:34.174777,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:34.186015,192.168.1.9,34.139.124.58,DoS,CRITICAL
2026-03-15 21:44:34.367830,34.139.124.58,192.168.1.9,DoS,LOW
2026-03-15 21:44:34.988461,192.168.1.9,44.227.65.245,DoS,CRITICAL
2026-03-15 21:44:35.001859,192.168.1.9,20.42.73.26,DoS,CRITICAL
2026-03-15 21:44:35.255632,20.42.73.26,192.168.1.9,DoS,LOW
2026-03-15 21:44:35.266671,192.168.1.9,20.42.73.26,DoS,CRITICAL
2026-03-15 21:44:35.277975,192.168.1.9,20.42.73.26,DoS,CRITICAL
2026-03-15 21:44:35.287533,192.168.1.9,20.42.73.26,DoS,CRITICAL
2026-03-15 21:44:35.298344,44.227.65.245,192.168.1.9,DoS,LOW
2026-03-15 21:44:35.314984,192.168.1.9,44.227.65.245,DoS,CRITICAL
